name,ra,dec
Drumstick of Sky,"[297.75684, 298.56201, 298.56201, 301.03463999999997]","[10.415727, 8.461453, 8.461453, 7.277966]"
Right Flag,"[293.522295, 291.37458, 294.79851, 291.37458, 291.37458, 291.62953500000003, 291.62953500000003, 294.18032999999997, 294.18032999999997, 298.118205, 298.118205, 302.826195]","[7.378941, 3.114775, 5.397773, 3.114775, 3.114775, 0.33857, 0.33857, -1.286601, -1.286601, 1.005661, 1.005661, -0.821461]"
Cow leading Man,"[304.51356, 305.25280499999997, 305.25280499999997, 307.21506, 307.21506, 307.474605, 307.474605, 306.83004, 306.83004, 305.25280499999997, 305.25280499999997, 305.165895]","[-12.544852, -14.781367, -14.781367, -17.813687, -17.813687, -18.583178, -18.583178, -18.211721, -18.211721, -14.781367, -14.781367, -12.75908]"
Bank Spread,"[309.817995, 310.1355, 310.1355, 310.012275]","[-14.95476, -16.12418, -16.12418, -18.138659]"
Basket for Silkworm,"[280.658145, 282.80022, 282.80022, 278.143845, 275.977605, 282.80022, 282.80022, 279.38961, 279.38961, 276.496035, 273.473175, 279.38961]","[55.539457, 59.388351, 59.388351, 57.045599, 58.800736, 59.388351, 59.388351, 62.526591, 62.526591, 65.56348, 64.397287, 62.526591]"
Officer for Cart,"[289.2756, 292.42647, 292.42647, 294.11058, 294.11058, 283.30644]","[53.368459, 51.729779, 51.729779, 50.221103, 50.221103, 50.708221]"
Ferry of Sky,"[318.234105, 319.47948, 319.47948, 318.69775500000003, 318.69775500000003, 314.293395, 314.293395, 310.35798, 310.35798, 303.40794, 303.40794, 296.24361, 296.24361, 305.557095, 305.557095, 311.55267000000003, 311.55267000000003, 318.234105]","[30.226916, 34.896898, 34.896898, 38.045317, 38.045317, 41.167136, 41.167136, 45.280338, 45.280338, 46.741329, 46.741329, 45.13081, 45.13081, 40.256679, 40.256679, 33.970256, 33.970256, 30.226916]"
Fruit,"[311.6646, 309.909525, 309.909525, 309.38724, 309.38724, 310.864725, 310.864725, 311.6646, 309.38724, 308.82723]","[16.124296, 15.912072, 15.912072, 14.595087, 14.595087, 15.074581, 15.074581, 16.124296, 14.595087, 14.674213]"
Seed,"[313.90287, 308.48767499999997, 308.48767499999997, 309.454665, 309.454665, 309.782415, 309.782415, 308.303205, 308.303205, 308.48767499999997]","[13.721536, 13.027255, 13.027255, 11.377676, 11.377676, 10.086203, 10.086203, 11.303263, 11.303263, 13.027255]"
Storage for Lady,"[309.85371, 309.58450500000004, 309.58450500000004, 309.1818, 309.1818, 307.412505]","[0.486445, -1.105121, -1.105121, -2.549957, -2.549957, -2.885531]"
Court Lady,"[311.934315, 313.03623, 313.03623, 313.163475, 313.163475, 311.91897]","[-5.027701, -5.507059, -5.507059, -8.983318, -8.983318, -9.495776]"
Judge Fault,"[343.008375, 340.128495]","[43.312417, 44.276305]"
Amend Fault,"[341.02284000000003, 337.62192]","[41.819235, 43.123376]"
Grant Life,"[339.815325, 333.46968]","[39.050269, 39.714927]"
Punish,"[318.62005500000004, 317.58541499999995]","[10.006981, 10.131579]"
Empty House,"[318.955965, 322.88973]","[5.247845, -5.571172]"
Weep,"[324.43795500000004, 326.251065]","[-7.854201, -9.082428]"
Sob,"[326.63374500000003, 325.38693]","[-11.365954, -14.047611]"
Castle with Rampart,"[316.48677000000004, 316.101255, 316.101255, 317.140095, 317.140095, 318.90792, 318.90792, 320.56164, 320.56164, 318.93684, 318.93684, 316.48677000000004]","[-17.232861, -19.854991, -19.854991, -21.193669, -21.193669, -20.651696, -20.651696, -16.834542, -16.834542, -15.1715, -15.1715, -17.232861]"
Hook for Dress,"[326.36220000000003, 325.876905, 325.876905, 325.523595, 325.523595, 326.69836499999997, 326.69836499999997, 323.49525, 323.49525, 319.613265, 319.613265, 316.23276000000004, 316.23276000000004, 316.65039]","[61.120806, 58.780046, 58.780046, 51.189622, 51.189622, 49.30957, 49.30957, 45.591837, 45.591837, 43.945945, 43.945945, 43.927852, 43.927852, 47.648403]"
Groom,"[333.0084, 337.292745, 337.292745, 332.87742000000003, 332.71362, 337.292745, 337.292745, 333.75816000000003]","[60.759095, 58.415198, 58.415198, 59.414488, 58.201261, 58.415198, 58.415198, 57.043587]"
Charioteer,"[325.776975, 324.23740499999997, 324.23740499999997, 323.69394, 323.69394, 325.85686499999997, 325.85686499999997, 325.776975, 325.776975, 331.50814499999996, 331.50814499999996, 335.25642, 335.25642, 337.38259500000004]","[41.15497, 40.413521, 40.413521, 38.534054, 38.534054, 38.283589, 38.283589, 41.15497, 41.15497, 45.014348, 45.014348, 46.536569, 46.536569, 47.706887]"
Human,"[322.487055, 326.518185, 326.518185, 328.405755, 326.1279, 326.518185, 326.518185, 320.52165]","[23.638838, 22.94888, 22.94888, 19.668437, 17.350017, 22.94888, 22.94888, 19.804508]"
Inner Pestle,"[333.9924, 332.49685500000004]","[37.748737, 33.178224]"
Mortar,"[335.33058, 331.752705, 331.752705, 326.16137999999995, 326.16137999999995, 326.03565000000003]","[28.330529, 25.345112, 25.345112, 25.645036, 25.645036, 28.742632]"
Warehouse of Sky,"[326.04649500000005, 332.54994, 332.54994, 331.445985]","[9.875011, 6.197865, 6.197865, -0.319851]"
Tomb,"[336.31926, 337.207965, 337.207965, 335.41407000000004, 337.207965, 338.83908]","[1.377401, -0.019972, -0.019972, -1.387331, -0.019972, -0.117498]"
Cover of House,"[330.82851, 334.20847499999996]","[-2.155363, -7.78329]"
Broken Mortar,"[311.5239, 312.95538, 312.95538, 321.66677999999996, 321.66677999999996, 321.03997499999997]","[-25.270898, -26.919133, -26.919133, -22.411332, -22.411332, -20.851869]"
Climbing Serpent,"[352.50804, 348.31647000000004, 348.31647000000004, 345.021255, 345.021255, 346.65339, 346.65339, 352.50804, 352.50804, 356.76426, 356.76426, 358.59596999999997, 358.59596999999997, 359.75223, 359.75223, 349.17607499999997, 349.17607499999997, 346.04553, 346.04553, 348.1374, 348.1374, 349.43598000000003, 349.43598000000003, 354.39083999999997, 354.39083999999997, 355.102035, 355.102035, 354.53415, 354.53415, 345.480255, 344.108325, 346.04553, 346.04553, 344.26875]","[58.54892, 57.168355, 57.168355, 56.945374, 56.945374, 59.41976, 59.41976, 58.54892, 58.54892, 58.651989, 58.651989, 57.499382, 57.499382, 55.754928, 55.754928, 53.213476, 53.213476, 50.052091, 50.052091, 49.406207, 49.406207, 49.0153, 49.0153, 46.458152, 46.458152, 44.333932, 44.333932, 43.268073, 43.268073, 42.325979, 49.733544, 50.052091, 50.052091, 48.684068]"
Palace of Emperor,"[345.943515, 346.19022, 345.943515, 340.75056, 340.75056, 340.439205, 345.943515, 342.500775, 342.500775, 341.632815, 345.943515, 350.15934, 350.15934, 351.344895]","[28.082789, 15.205264, 28.082789, 30.221245, 30.221245, 29.307641, 28.082789, 24.601579, 24.601579, 23.565654, 28.082789, 23.740337, 23.740337, 23.404101]"
Detached Palace,"[350.15934, 350.15934]","[23.740337, 23.740337]"
Official for Materials Supply,"[341.67324, 340.365495]","[12.172888, 10.831364]"
Lightening,"[347.50608, 346.751085, 346.751085, 347.93412, 346.751085, 343.80696, 343.80696, 343.100295]","[9.822082, 9.409492, 9.409492, 8.720116, 9.409492, 8.816166, 8.816166, 9.835664]"
Rampart,"[343.15364999999997, 337.66173, 337.66173, 331.60929, 331.60929, 326.760165, 326.760165, 325.022715, 325.022715, 324.27012, 324.27012, 325.66459499999996, 325.66459499999996, 326.760165]","[-7.579599, -10.67795, -10.67795, -13.869679, -13.869679, -16.127286, -16.127286, -16.662308, -16.662308, -19.466011, -19.466011, -18.866323, -18.866323, -16.127286]"
Troops of Sky,"[3.660075, 3.041595, 3.041595, 0.9349500000000001, 0.9349500000000001, 2.8160849999999997, 2.8160849999999997, 1.1254950000000001, 1.1254950000000001, 357.638685, 357.638685, 355.680585, 355.680585, 355.61593500000004, 355.61593500000004, 355.440855, 355.440855, 356.50383, 356.50383, 357.838905, 1.1254950000000001, 3.61512, 3.61512, 1.33392, 1.33392, 0.45603, 2.050395, 0.45603, 0.45603, 359.66824499999996, 2.57862, 1.33392, 1.33392, 0.49008, 355.680585, 354.414825, 354.414825, 355.287135, 355.287135, 356.81631, 356.81631, 357.561375, 354.414825, 349.740315, 349.740315, 349.47589500000004, 349.47589500000004, 348.972885, 348.972885, 349.21225499999997, 349.21225499999997, 348.58066499999995, 348.58066499999995, 346.29078, 349.740315, 349.77733708333335, 349.77733708333335, 350.663205, 350.663205, 350.74263, 350.74263, 351.51162, 351.51162, 353.31927, 349.77777000000003, 342.39792, 342.39792, 340.89681, 340.89681, 341.888025, 341.888025, 347.361645, 347.361645, 347.478735, 347.478735, 346.670175, 349.849905, 348.58066499999995]","[-18.932866, -17.938278, -17.938278, -17.335988, -17.335988, -15.467977, -15.467977, -10.509523, -10.509523, -14.40149, -14.40149, -14.544905, -14.544905, -15.448033, -15.448033, -17.816533, -17.816533, -18.67834, -18.67834, -18.909163, -10.509523, -7.780532, -7.780532, -5.707618, -5.707618, -3.027504, -2.447711, -3.027504, -3.027504, -3.555983, -5.248588, -5.707618, -5.707618, -6.014072, -14.544905, -13.060243, -13.060243, -11.680655, -11.680655, -11.911126, -11.911126, -9.974136, -13.060243, -9.61075, -9.61075, -9.182513, -9.182513, -9.087737, -9.087737, -7.726504, -7.726504, -6.049003, -6.049003, -7.693801, -9.61075, -188.17124583333333, -188.17124583333333, -15.039338, -15.039338, -20.10058, -20.10058, -20.642014, -20.642014, -20.914504, -13.458552, -13.592632, -13.592632, -18.830375, -18.830375, -19.613375, -19.613375, -21.17241, -21.17241, -22.457611, -22.457611, -23.743115, -5.124352, -6.049003]"
Village for Patrol,"[344.41256999999996, 344.41256999999996]","[-29.622236, -29.622236]"
Net of Sky,"[340.16391, 340.16391]","[-27.043617, -27.043617]"
Stable of Sky,"[307.34889, 303.94224, 303.94224, 303.81622500000003, 303.81622500000003, 304.19619, 304.19619, 305.5143, 305.5143, 309.63297, 309.63297, 311.21878499999997, 311.21878499999997, 313.032015, 313.032015, 313.64016000000004, 313.64016000000004, 311.41564500000004, 311.41564500000004, 307.34889]","[30.368555, 27.814242, 27.814242, 25.591957, 25.591957, 24.671102, 24.671102, 24.446099, 24.446099, 24.115958, 24.115958, 25.270617, 25.270617, 27.096979, 27.096979, 28.057621, 28.057621, 30.719715, 30.719715, 30.368555]"
Eastern Wall,"[3.30897, 2.096865]","[15.183596, 29.090432]"
Civil Engineer,"[7.012124999999999, 12.244620000000001]","[17.893125, 16.940644]"
Thunderbolts,"[359.827875, 354.98766, 354.98766, 351.99207, 351.99207, 349.29141, 349.29141, 345.969225]","[6.863321, 5.626292, 5.626292, 6.378992, 6.378992, 3.282289, 3.282289, 3.820045]"
Clouds and Rain,"[356.59798500000005, 355.511685, 355.511685, 351.73314, 351.73314, 347.1705]","[3.486811, 1.780041, 1.780041, 1.255608, 1.255608, 2.127883]"
Highway,"[11.1813, 12.20838, 12.20838, 17.775255, 17.775255, 20.020485, 20.020485, 21.453239999999997, 21.453239999999997, 28.598760000000002, 28.598760000000002, 37.266555]","[48.284364, 50.968168, 50.968168, 55.149901, 55.149901, 58.231611, 58.231611, 60.235283, 60.235283, 63.670101, 63.670101, 67.402474]"
Whip,"[8.249955, 8.249955]","[62.931783, 62.931783]"
Officer for Chariot of,"[14.177145, 2.293305, 2.293305, 9.24282, 12.2739, 2.293305, 2.293305, 10.126740000000002]","[60.71674, 59.14978, 59.14978, 53.896909, 57.815187, 59.14978, 59.14978, 56.537331]"
Side Road,"[17.37552, 17.37552]","[47.241792, 47.241792]"
Armory,"[12.45351, 14.188274999999999, 14.188274999999999, 17.43291, 17.43291, 17.778195, 17.778195, 17.91513, 17.91513, 19.866645000000002, 19.866645000000002, 18.43728, 18.43728, 17.455005, 17.455005, 14.301675, 14.301675, 11.834715000000001, 11.834715000000001, 9.63903, 9.63903, 9.83193, 9.83193, 9.2202, 9.2202, 9.338415000000001, 9.338415000000001, 10.27995, 10.27995, 12.45351]","[41.078911, 38.499345, 38.499345, 35.620558, 35.620558, 31.424736, 31.424736, 30.089638, 30.089638, 27.264059, 27.264059, 24.583713, 24.583713, 19.658408, 19.658408, 23.417648, 23.417648, 24.267178, 24.267178, 29.311751, 29.311751, 30.861024, 30.861024, 33.719344, 33.719344, 35.399501, 35.399501, 39.458664, 39.458664, 41.078911]"
Southern Gate of Emperator,"[28.27044, 28.27044]","[29.578829, 29.578829]"
Outer Folding Screen,"[28.388955000000003, 25.35789, 25.35789, 22.546305, 22.546305, 18.432855, 18.432855, 15.73587, 15.73587, 12.170595, 12.170595, 8.099084999999999]","[3.187536, 5.487613, 5.487613, 6.14382, 6.14382, 7.575354, 7.575354, 7.890135, 7.890135, 7.585079, 7.585079, 6.955463]"
Toilet of Sky,"[19.44981, 13.252065, 13.252065, 8.811990000000002, 8.811990000000002, 15.760575, 15.760575, 19.151205, 19.151205, 19.44981]","[3.614466, -1.14426, -1.14426, -3.592846, -3.592846, -4.836601, -4.836601, -2.500368, -2.500368, 3.614466]"
Architect,"[10.89735, 10.89735]","[-17.986605, -17.986605]"
Emperator,"[33.305535, 30.97476, 30.97476, 24.199485, 24.199485, 21.913725, 21.913725, 24.498075, 24.498075, 25.915125, 30.97476, 32.121809999999996, 32.121809999999996, 32.38587, 32.38587, 34.328595, 34.328595, 38.94504]","[44.231652, 42.329725, 42.329725, 41.405459, 41.405459, 45.406687, 45.406687, 48.628213, 48.628213, 50.688732, 42.329725, 37.859077, 37.859077, 34.987297, 34.987297, 33.847194, 33.847194, 34.687558]"
Watchtower,"[31.793325000000003, 28.66002, 28.66002, 28.38255]","[23.462423, 20.808035, 20.808035, 19.293852]"
Left Elm,"[39.704145, 33.200325, 33.200325, 34.53141, 33.200325, 32.656635, 32.656635, 33.26376, 33.26376, 34.53141]","[21.961408, 21.210993, 21.210993, 19.901164, 21.210993, 19.500338, 19.500338, 15.27986, 15.27986, 19.901164]"
Right Elm,"[29.33772, 23.97813, 23.97813, 22.870875, 22.870875, 24.274649999999998, 24.274649999999998, 24.92007, 24.92007, 23.97813]","[17.817532, 17.433841, 17.433841, 15.345823, 15.345823, 12.141535, 12.141535, 16.405858, 16.405858, 17.433841]"
Storehouse of Sky,"[4.856985, 17.147460000000002, 17.147460000000002, 21.00585, 21.00585, 27.86514, 27.86514, 26.017185, 26.017185, 30.001260000000002]","[-8.823921, -10.182264, -10.182264, -8.183257, -8.183257, -10.335038, -10.335038, -15.93748, -15.93748, -21.077831]"
Stack of Cereals,"[26.411445, 24.71577, 24.71577, 22.400550000000003, 22.400550000000003, 26.411445]","[-25.05261, -21.275384, -21.275384, -21.629339, -21.629339, -25.05261]"
Ship of Sky,"[64.17957, 64.56084, 64.56084, 63.724425, 63.724425, 62.165355000000005, 62.165355000000005, 55.73124, 55.73124, 54.122385, 54.122385, 51.08067, 51.08067, 46.19913, 46.19913, 42.674175]","[53.611799, 50.295502, 50.295502, 48.409331, 48.409331, 47.712513, 47.712513, 47.787551, 47.787551, 48.192634, 48.192634, 49.86118, 49.86118, 53.50644, 53.50644, 55.895496]"
Store of Water,"[61.646024999999995, 61.646024999999995]","[50.351262, 50.351262]"
Mausoleum,"[30.575384999999997, 43.564425, 43.564425, 47.265075, 47.265075, 47.37387, 47.37387, 47.04222, 47.04222, 46.29405, 46.29405, 42.645945, 42.645945, 40.56216]","[54.487541, 52.762479, 52.762479, 49.613278, 49.613278, 44.857544, 44.857544, 40.955648, 40.955648, 38.840274, 38.840274, 38.318644, 38.318644, 40.193944]"
Heap of Corpse,"[40.556085, 40.556085]","[42.777948, 42.777948]"
Stomach of Tiger,"[42.495945, 41.9772, 41.9772, 40.86297, 40.86297, 42.495945]","[27.260507, 29.247118, 29.247118, 27.707146, 27.707146, 27.260507]"
Store of Millet for,"[52.718235, 52.601955000000004, 52.601955000000004, 51.7923, 51.7923, 51.20331]","[12.936678, 11.336442, 11.336442, 9.73268, 9.73268, 9.02887]"
Storehouse for Cereals,"[44.92875, 41.235585, 41.235585, 37.039755, 37.039755, 33.249975, 33.249975, 30.511755, 30.511755, 30.798540000000003, 30.798540000000003, 33.19809, 33.19809, 38.03925, 38.03925, 39.87066, 39.87066, 40.82517, 40.82517, 45.56988, 45.56988, 49.840395, 49.840395, 54.218265]","[8.907365, 10.114146, 10.114146, 8.460054, 8.460054, 8.846717, 8.846717, 2.763759, 2.763759, 0.128507, 0.128507, -2.393637, -2.393637, -1.034896, -1.034896, 0.328511, 0.328511, 3.235818, 3.235818, 4.089734, 4.089734, 3.370198, 3.370198, 0.401662]"
Whetstone,"[65.388165, 69.17262, 69.17262, 72.47769, 72.47769, 73.15827]","[46.498878, 41.264808, 41.264808, 37.488275, 37.488275, 36.703187]"
Rolled Tongue,"[56.298480000000005, 59.46345, 59.46345, 59.741249999999994, 59.741249999999994, 58.533, 58.533, 56.07972, 56.07972, 55.594364999999996]","[42.578549, 40.010215, 40.010215, 35.791033, 35.791033, 31.883635, 31.883635, 32.288248, 32.288248, 33.965026]"
Shaman of Sky,"[57.38622, 57.38622]","[33.091382, 33.091382]"
Ear and Eye of,"[57.290595, 56.87115, 56.87115, 56.58156, 56.58156, 56.218905, 56.218905, 56.456685, 56.456685, 56.87115, 56.456685, 56.30205, 56.30205, 56.200889999999994, 56.200889999999994, 56.218905]","[24.053415, 24.105137, 24.105137, 23.948358, 23.948358, 24.113339, 24.113339, 24.367748, 24.367748, 24.105137, 24.367748, 24.467278, 24.467278, 24.28947, 24.28947, 24.113339]"
Moon,"[61.173795, 61.173795]","[22.081926, 22.081926]"
Hill of Sky,"[70.56126, 70.56126]","[22.956926, 22.956926]"
